user_id,favorite_subjects
98654,American
98654,Humor
98655,Fiction
98655,General
98655,Large Type Books
98656,Fiction
98656,Death
98656,Detective And Mystery Stories
98658,Adultery
98658,Detective And Mystery Stories
98658,Father-Daughter Relationships
98664,Death
98664,England
98664,Family Life
98665,Bounty Hunters
98665,Detective And Mystery Stories
98665,Ficcin
98666,Comics Graphic Novels
98666,Crime Mystery
98666,Detective
98668,Fiction
98668,General
98668,Historical
98669,Contemporary
98669,Fiction
98669,General
98671,Detective And Mystery Stories
98671,Fiction
98671,Large Type Books
98675,1914-1918
98675,Country Homes
98675,Detective And Mystery Stories
98679,Buddhism
98679,Classic Literature
98679,Classics
98686,Fiction
98686,General
98686,Large Type Books
98695,Action Adventure
98695,Crime
98695,Detective And Mystery Stories
98699,[NO_SUBJECT]
98702,[NO_SUBJECT]
98707,Germany
98707,Pictorial Works
98707,Politics And Government
98708,American Authors
98708,American Novelists
98708,Authors
98721,American
98721,England
98721,Family
98722,Fiction
98722,Thriller Fiction
98722,Thrillers
98723,Fiction
98723,Large Type Books
98723,General
98725,Amelia Fictitious Character
98725,Detective And Mystery Stories
98725,Fiction
98731,20Th Century
98731,African American Families
98731,African Americans
98735,Fiction
98735,Friendships
98735,Juvenile Fiction
98736,Dating Social Customs
98736,Diary
98736,Diary Fiction
98740,1775-1783
98740,American Revolution 1775-1783 Fast Ocolcfst01351668
98740,Art
98741,Fiction
98741,Juvenile Fiction
98741,New York Times Book Reviews
98745,Decision-Making
98745,Detective And Mystery Stories
98745,Divorce
98747,19Th Century
98747,African Americans
98747,Authors
98749,Biography
98749,Economic Aspects
98749,Electronic Commerce
98753,Adventure Stories
98753,Clark
98753,Fiction
98754,American Humorous Stories
98754,Detective
98754,Detective And Mystery Stories
98756,African Americans
98756,Banks And Banking
98756,Billionaires
98757,Fiction
98757,Large Type Books
98757,Thriller Fiction
98758,Fiction
98758,General
98758,Horror
98760,Fiction
98760,General
98760,Girls
98761,African Americans
98761,Audiobooks
98761,Biography
98763,Epic
98763,Fantasy
98763,Fiction
98764,Books And Reading
98764,Boys
98764,China
98768,1961-1975
98768,American Fiction
98768,American Fiction Fictional Works By One Author
98772,Attitudes
98772,Automobile Industry And Trade
98772,Detective And Mystery Stories
98774,1961-1975
98774,Fiction
98774,General
98777,Belletristische Darstellung
98777,Cooking
98777,Detective And Mystery Stories
98779,Action Adventure
98779,American Fiction
98779,Belletristische Darstellung
98783,Fiction
98783,General
98783,Juvenile Fiction
98786,Angels
98786,Contemporary
98786,End Of The World
98787,Fiction
98787,General
98787,Large Type Books
98789,Australia
98789,Brothers And Sisters
98789,Contemporary
98791,California
98791,Erotica
98791,Fiction
98794,Fiction
98794,General
98794,Friendships
98797,History
98797,Politics And Government
98797,Presidents
98801,1939-1945
98801,Activity Programs
98801,Atrocities
98804,Fiction
98804,Large Type Books
98804,Psychological Fiction
98808,[NO_SUBJECT]
98814,Alchemy
98814,Belletristische Darstellung
98814,Continental European Fiction
98816,1939-1945
98816,Assassins
98816,Authors
98822,United States
98822,Chicago Ill
98822,College Teachers
98824,[NO_SUBJECT]
98825,Fiction
98825,Romance
98825,American
98834,Fiction
98834,Juvenile Fiction
98834,Mentally Ill Women
98836,British
98836,Business
98836,Corporations
98842,Action Adventure
98842,Adventure
98842,Adventure Stories
98845,French Fiction
98847,Handicraft
98847,Juvenile Fiction
98847,Legends
98852,1939-1945
98852,Fiction
98852,French Language Materials
98859,Biography
98859,Courts And Courtiers
98859,Europe
98860,Fiction
98860,General
98860,Large Type Books
98861,Fiction
98861,General
98861,United States
98865,Fiction
98865,General
98865,Large Type Books
98873,Authors
98873,Canadian Fiction Fictional Works By One Author
98873,English Fiction
98879,California
98879,Detective And Mystery Stories
98879,Fiction
98885,Birthparents
98885,Chief Executive Officers
98885,Fiction
98887,Fiction
98887,General
98887,Action Adventure
98890,Belletristische Darstellung
98890,Bildungsromans
98890,Boys
98893,Fiction
98893,General
98893,Literature
98898,Christian
98898,Fiction
98898,General
98900,Action Adventure
98900,Fantasy
98900,Fiction
98901,Fiction
98901,Discworld Imaginary Place
98901,Drama
98904,Fiction
98904,Horror
98904,Thrillers
98908,African Americans
98908,Coming Of Age
98908,Domestic Fiction
98912,Anecdotes
98912,Fiction
98912,General
98914,Fiction
98914,Large Type Books
98914,Ficcin
98915,Fiction
98915,Florida
98915,Friendship
98917,Fiction
98917,Fantasy Fiction
98917,General
98921,Adaptations
98921,Anglo-Saxons
98921,Animals
98923,Fiction
98923,General
98923,Classic Literature
98926,1961-1975
98926,American War Stories
98926,Family Life
98930,Fiction
98930,General
98930,Short Stories
98932,Deception
98932,Fiction
98932,Florida
98935,Detective And Mystery Stories
98935,Fiction
98935,General
98936,Family Life
98936,Fiction
98936,General
98940,American Fiction Fictional Works By One Author
98940,Fiction
98940,Short Stories
98943,Fiction
98943,General
98943,Fantasy
98947,Fiction
98947,General
98947,Kentucky
98948,Biography
98948,Childhood And Youth
98948,Consumption Economics
98950,Abused Children
98950,Biografa
98950,Biography
98952,African Americans
98952,Large Type Books
98952,African Americans In Fiction
98954,Animals
98954,Fables
98954,Fairy Tales
98956,Fiction
98956,Humor
98956,Japan
98958,Fiction
98958,General
98958,Large Type Books
98961,Classic Literature
98961,Fiction
98961,General
98966,American
98966,American Civil War
98966,American Detective And Mystery Stories
98975,Anecdotes
98975,Travel
98975,Travel Writing
98977,Biografa
98977,Biography
98977,Politics
98982,81354
98982,American
98982,American Short Stories
98986,British And Irish Fiction Fictional Works By One Author
98986,Classic Literature
98986,Criticism
98988,Psychology
98988,Fiction
98988,General
99001,Pictorial
99001,Cat
99001,Fiction
99009,Artistic
99009,Artistic Photography
99009,Fiction
99012,Chicago Ill
99012,Detective And Mystery Stories
99012,Fiction
99014,Biography
99014,Feminism
99014,New York Times Book Reviews
99018,Autobiographical Fiction
99018,Bildungsromans
99018,Biographical
99019,Biographical
99019,England
99019,Fiction
99022,Physics
99022,Popular Works
99022,Star Trek
99025,Fiction
99025,General
99025,Action Adventure
99026,Fiction
99026,General
99026,Discworld Imaginary Place
99027,City And Town Life
99027,Dwarves
99027,Fiction
99029,Advertisements
99029,Consumption Economics
99029,Fiction
99032,Fiction
99032,General
99032,Large Type Books
99041,Fiction
99041,Private Investigators
99051,Fiction
99051,Detective And Mystery Stories
99051,England
99055,Biography
99055,United States
99055,1991
99056,[NO_SUBJECT]
99066,1961-1975
99066,Biography
99066,Description
99067,Fiction
99067,General
99067,Calif
99068,Fiction
99068,General
99068,Literature
99076,[NO_SUBJECT]
99077,Fiction
99077,Large Type Books
99077,1000Blackgirlbooks
99080,Adaptations
99080,American Fiction Fictional Works By One Author
99080,Continental European Drama Dramatic Works By One Author
99085,81354
99085,Aged
99085,American Fiction
99086,Crime
99086,Fiction
99086,General
99089,Literacy
99089,Usa
99090,American Science Fiction
99090,Epidemic
99090,Fiction
99092,Fiction
99092,Childlessness
99092,Literature
99099,Poetry
99099,Poetry Poetic Works By One Author
99099,History And Criticism
99100,[NO_SUBJECT]
99102,Fiction
99102,General
99102,Detective And Mystery Stories
99108,Adventure
99108,American Science Fiction
99108,Androids
99109,Boston Mass
99109,Contemporary
99109,Divorce
99115,Fiction
99115,Detective And Mystery Stories
99115,Large Type Books
99122,Child
99122,Social Interaction
99122,Social Networks
99124,Fiction
99124,Private Investigators
99126,Fiction
99126,Juvenile Fiction
99126,Dolphin
99132,Fiction
99132,General
99132,Science Fiction
99136,Contemporary Romance
99136,Divorced Women
99136,Fiction
99146,Fiction
99146,Science Fiction
99146,Aliens
99157,Civilisation
99157,Civilizacin
99157,Civilization
99159,African Americans
99159,Coming Of Age
99159,Domestic Fiction
99161,Fiction
99161,General
99161,Great Britain
99165,Fiction
99165,Romance
99165,Literature
99167,Child Rearing
99167,Directories
99167,Toddlers
99169,Fiction
99169,Large Type Books
99169,Juvenile Fiction
99172,Adolescentes
99172,American Fiction
99172,Bereavement
99184,Family
99184,Fiction
99188,California
99188,Crime
99188,Detective And Mystery Stories
99190,Fiction
99190,General
99190,Kentucky
99193,Fiction
99193,Large Type Books
99193,Detective And Mystery Stories
99196,Fiction
99196,Large Type Books
99196,American
99198,American Fiction Fictional Works By One Author
99198,Bereavement
99198,Conflict Of Generations
99201,Fiction
99201,General
99203,Hope
99203,Inspiration
99203,Biography
99204,Fiction
99204,General
99204,Large Type Books
99206,Fiction
99206,Gambler
99206,Gambling
99211,Art
99211,Biography
99211,Geology
99213,Classic Literature
99213,Detective And Mystery Stories
99213,England
99216,American Horror Tales
99216,Chang Pian Xiao Shuo
99216,Cuentos De Terror
99219,African American Men
99219,African Americans
99219,Arizona
99222,Fiction
99222,Large Type Books
99222,General
99223,Europe
99223,Fiction
99223,General
99227,Fiction
99227,General
99227,Juvenile Fiction
99228,British
99228,Death
99228,Detective
99229,Fiction
99229,Large Type Books
99229,Widows
99233,Fiction
99233,General
99233,Bear
99235,Animals
99235,Curiosities
99235,Juvenile Fiction
99237,Actresses
99237,Calif
99237,Drug Abuse
99239,God
99239,Large Type Books
99239,Meditations
99242,Fiction
99242,General
99242,Literature
99246,Fiction
99246,General
99246,Large Type Books
99249,Fiction
99249,Open Library Staff Picks
99249,Short Stories
99251,English
99251,European
99251,Fiction
99252,Fiction
99252,Large Type Books
99252,General
99253,[NO_SUBJECT]
99261,Clergymen
99261,Domestic Fiction
99261,Evangelist
99266,Appreciation
99266,Character
99266,English
99268,Self-Actualization Psychology
99268,Art
99268,Artist
99271,Domestic Fiction
99271,English Fiction
99271,Family Life
99281,Large Type Books
99281,Fiction
99281,Romance
99287,Authors
99287,Canada
99287,Canadian
99290,England
99290,Family Life
99290,Fiction
99298,Fiction
99298,Nonfiction -- Juvenile Literature
99298,General
99299,Fiction
99299,General
99299,Romance
99300,Alcoholics
99300,Alcoholism
99300,Devotional Calendars
99303,[NO_SUBJECT]
99304,Cat
99304,Childrens Books
99304,Childrens Songs
99306,Calif
99306,Fiction
99306,General
99307,Author
99307,Etc.
99307,Handbooks
99312,Fiction
99312,Fantasy Fiction
99312,Fantasy
99313,Fiction
99313,General
99313,Large Type Books
99314,Fiction
99314,Large Type Books
99314,General
99316,[NO_SUBJECT]
99319,Cancers
99319,Corporations
99319,Corrupt Practices
99320,Adopted Children
99320,American
99320,Banker
99322,Fiction
99322,General
99322,Romance
99324,Detective And Mystery Stories
99324,Fiction
99324,General
99328,Fiction
99328,General
99328,Women
99336,Contemporary
99336,Fiction
99336,Romance
99337,American Fiction
99337,Arkansas
99337,Baseball Stories
99341,Ficcin
99341,Fiction
99341,General
99347,Fiction
99347,General
99347,Romance
99348,Animal Behavior
99348,Behavior
99348,Comparative
99349,California
99349,Family Life
99349,Fiction
99354,Anecdotes
99354,Biological Sciences
99354,New York Times Book Reviews
99358,Anecdotes
99358,Celebrity
99358,Conduct Of Life
99360,Conservation Of Natural Resources
99360,Wilderness Areas
99363,Conduct Of Life
99363,Happiness
99363,New Age Movement
99368,Contemporary
99368,Country Homes
99368,England
99381,Fiction
99381,General
99381,Horror
99386,Adventure Stories
99386,Alaska
99386,American Detective And Mystery Stories
99388,Bildungsromans
99388,Fiction
99388,Friendships
99390,Fiction
99390,General
99390,Comics Graphic Novels
99391,Anthologie
99391,Farm Life
99391,Fiction
99395,Fiction
99395,Apartment Houses
99395,Devil
99397,Evolution Biology
99397,Fiction
99397,Fiction In English
99402,Detective And Mystery Stories
99402,Fiction
99402,General
99414,Detective And Mystery Stories
99414,Fiction
99414,Juvenile Fiction
99416,1805 English Literature
99416,Action Adventure
99416,Adaptations
99420,[NO_SUBJECT]
99426,California
99426,Detective And Mystery Stories
99426,Fiction
99432,Popular Works
99432,Sugar-Free Diet
99433,American Fiction
99433,Catholics
99433,Domestic Fiction
99434,Fiction
99434,General
99434,Short Stories
99436,1939-1945
99436,Americans
99436,Detective And Mystery Stories
99441,Fiction
99441,General
99441,Literature
99442,[NO_SUBJECT]
99445,Colorado
99445,Detective And Mystery Stories
99445,Fiction
99446,Accident
99446,Biography
99446,History
99452,Adventure Fiction
99452,American Fiction
99452,Appreciation
99455,Fiction
99455,General
99455,Ficcin
99469,Fiction
99469,Ficcin
99469,General
99473,Biography
99473,Coma
99473,Patients
99474,World Wide Web
99482,Adventure Fiction
99482,Adventure Stories
99482,American Drama
99485,Fiction
99485,Contemporary
99485,Divorced Women
99494,[NO_SUBJECT]
99501,Adaptations
99501,Arthur
99501,Arthurian Romances
99504,Fiction
99504,General
99504,Historical
99505,Animated Films
99505,Biography
99505,Juvenile Fiction
99508,Aliments
99508,American Cooking
99508,Cookery
99517,Poetry Poetic Works By One Author
99520,Cat
99520,Cat Owners
99520,Fiction
99521,Large Type Books
99521,African American Authors
99521,African Americans
99523,20Th Century
99523,81354
99523,Fiction
99524,Action Adventure
99524,Adventure Fiction
99524,Adventure Stories
99528,Comic Books
99528,Strips
99528,Caricatures
99535,[NO_SUBJECT]
99542,Fires
99542,History
99542,United States
99548,Fiction
99548,General
99548,German
99549,[NO_SUBJECT]
99550,Fiction
99550,General
99550,Science Fiction
99569,England
99569,Fiction
99569,General
99582,Canadian Fiction
99582,Canadian Fiction Fictional Works By One Author
99582,Fiction
99598,American Fiction Fictional Works By One Author
99598,Bereavement
99598,Conflict Of Generations
99616,Fantasy
99616,Fiction
99616,Amistad
99620,American Horror Tales
99620,Fiction
99620,General
99622,Fiction
99622,Horror
99622,Paranormal Fiction
99623,Fiction
99623,General
99623,Science Fiction
99624,[NO_SUBJECT]
99625,[NO_SUBJECT]
99626,Adventure Stories
99626,American
99626,American Adventure Stories
99630,Fiction
99630,General
99630,Humor
99631,[NO_SUBJECT]
99635,Detective And Mystery Stories
99635,Fiction
99635,Paris France
99636,Chocolate
99636,City And Town Life
99636,Fiction
99638,Humor
99638,Social Life And Customs
99638,Comics Graphic Novels
99641,Juvenile Fiction
99641,Fiction
99641,Board Books
99642,African Americans
99642,Belletristik
99642,California
99644,Fiction
99644,Detective And Mystery Stories
99644,American Fiction
99648,Fiction
99648,General
99648,Historical
99649,1939-1945
99649,Accelerated Reader
99649,American Fiction Fictional Works By One Author
99650,Detective And Mystery Stories
99650,Fiction
99650,Legal
99652,Detective And Mystery Stories
99652,Fiction
99652,Large Type Books
99655,Aspect Psychologique
99655,Conduct Of Life
99655,English Ghost Stories
99667,Crime
99667,Detective And Mystery Stories
99667,Fiction
99669,[NO_SUBJECT]
99676,Alaska
99676,History And Criticism
99676,Indians Of North America
99677,Belletristische Darstellung
99677,Divorced Women
99677,Fiction
99701,[NO_SUBJECT]
99709,Amsterdam Netherlands
99709,Composer
99709,Detective And Mystery Stories
99711,Autobiographie
99711,Biography
99711,Critics
99719,Animals
99719,Crime
99719,Detective And Mystery Stories
99720,Fiction
99720,General
99720,Short Stories
99738,Large Type Books
99738,Fiction
99738,General
99758,[NO_SUBJECT]
99759,Blake
99759,Detective And Mystery Stories
99759,Fantasy Fiction
99765,Fiction
99765,Juvenile Fiction
99765,Large Type Books
99766,English Literature -- History And Criticism
99766,Extraterrestrial Beings
99766,Fiction
99770,Collections Anthologies
99770,Detective And Mystery Stories
99770,England
99778,Fiction
99778,Large Type Books
99778,Medical
99779,Belletristische Darstellung
99779,Brother
99779,Fiction
99783,Chivalry
99783,Fantasy
99783,Fiction
99790,Action Adventure
99790,American
99790,Fiction
99792,Fiction
99792,Forgiveness
99792,General
99798,[NO_SUBJECT]
99799,20Th Century
99799,Alzheimers Disease
99799,Authors
99801,1980S
99801,Decision-Making
99801,Dictionaries
99809,Comic Books
99809,Comic Strips Cartoons
99809,Form
99823,Astrology
99823,Dictionaries
99823,Interpersonal Relations
99828,[NO_SUBJECT]
99832,Fiction
99832,Open Library Staff Picks
99832,Autobiografie
99840,[NO_SUBJECT]
99843,Drama
99843,Family-Owned Business Enterprises
99843,Fiction
99847,1939-1945
99847,Biography
99847,Concentration Camps
99848,Authors
99848,Biography
99848,English
99857,American Fiction
99857,Brazil
99857,Death
99863,Extraterrestrial Beings
99863,Fiction
99863,Short Stories
99865,Change
99865,Change Psychology
99865,Conduct Of Life
99873,Fantasy Fiction
99873,History And Criticism
99873,Middle Earth Imaginary Place
99885,Detective And Mystery Stories
99885,Ficcin
99885,Fiction
99887,Biography
99887,Case Studies
99887,Colorado
99891,Anecdotes
99891,Blessing And Cursing
99891,Jewish Families
99895,Abused Wives
99895,American
99895,Ficcin
99899,Domestic Fiction
99899,Fiction
99899,Middle Age
99909,Arizona
99909,Detective And Mystery Stories
99909,Fiction
99911,Death
99911,Fiction
99911,Massachusetts
99912,Death
99912,Fiction
99912,Massachusetts
99915,Fiction
99915,German Language
99915,Witches
99919,Fiction
99919,Attorney And Client
99919,Belletristische Darstellung
99920,Action Adventure
99920,American Fiction
99920,Belletristische Darstellung
99927,Fiction
99927,Agriculture
99927,Biological Evolution
99929,Canada
99929,Fiction
99929,General
99932,Fiction
99932,American
99932,American Detective And Mystery Stories
99933,Adventure Stories
99933,Chivalry
99933,Continental European Fiction
99936,Fiction
99936,Physician
99936,Psychological Fiction
99939,Comics Graphic Novels
99939,Continental European Fiction
99939,English
99942,American Science Fiction
99942,Awardhugoawardnovel
99942,Cult
99946,Fiction
99946,General
99946,Large Type Books
99951,[NO_SUBJECT]
99953,England
99953,Fiction
99953,Gangsters
99954,Fiction
99954,General
99954,1805 English Literature
99955,Fiction
99955,Juvenile Fiction
99955,General
99958,19Th Century
99958,Authors
99958,Biography
99963,Body Image
99963,Femininity
99963,Health And Hygiene
99966,American Science Fiction
99966,Fiction
99966,General
99969,American Fiction Fictional Works By One Author
99969,Civilization
99969,Fiction
99973,81354
99973,American Fiction Fictional Works By One Author
99973,Beat Generation
99980,Large Type Books
99980,Biography
99980,California
99993,Fiction
99993,Historical Fiction
99993,Junge Frau
99996,Fiction
99996,General
99996,Large Type Books
99997,Fiction
99997,General
99997,Domestic Fiction
99998,1805 English Literature
99998,British
99998,British And Irish Fiction Fictional Works By One Author
100002,Coma
100002,Fantastic Fiction
100002,Ficcin
100004,Fiction
100004,General
100004,Open Library Staff Picks
100009,Fiction
100009,General
100009,Large Type Books
100015,Bodice Ripper
100015,Collectionidmbodiceripper
100015,Fiction
100017,19Th Century
100017,Action Adventure
100017,American
100018,Cat
100018,Fiction
100018,Pictorial Works
100024,1980-
100024,1989-
100024,Civilization
100028,[NO_SUBJECT]
100029,Logic
100029,Action Adventure
100029,Adultery
100035,Fiction
100035,General
100035,Literature
100037,1914-1918
100037,Boys
100037,Drama
100038,Anecdotes
100038,Miscellanea
100038,Science
100043,Fiction
100043,General
100043,American Fantasy Fiction
100044,1939-1945
100044,Adult
100044,American Fiction
100046,Fiction
100046,Juvenile Fiction
100046,Large Type Books
100052,Detective And Mystery Stories
100052,Ficcin
100052,Fiction
100053,Fiction
100053,Fictional Works Publication Type
100053,Classics
100058,Etc.
100058,Life Change Events
100058,Metamorphosis
100065,Drugs
100065,Fiction
100065,General
100066,Literature
100066,Fiction
100066,Criticism
100067,Detective
100067,Detective And Mystery Stories
100067,Fiction
100074,Afghanistan
100074,Biography
100074,British And Irish Fiction Fictional Works By One Author
100075,Adventure Fiction
100075,Adventure Stories
100075,American Drama
100082,Father-Son Relationships
100082,Fiction
100082,Irish American
100088,Fiction
100088,General
100088,Large Type Books
100092,Angels
100092,Contemporary
100092,Fiction
100094,Detective And Mystery Stories
100094,Fiction
100094,Florida
100098,Fiction
100098,Father-Daughter Relationships
100098,Large Type Books
100104,1939-1945
100104,Accelerated Reader
100104,American Fiction Fictional Works By One Author
100108,Adventure Fiction
100108,Adventure Stories
100108,Air Pilots
100109,California
100109,Detective And Mystery Stories
100109,English Language
100113,[NO_SUBJECT]
100115,Fiction
100115,Large Type Books
100115,Juvenile Fiction
100119,Fiction
100119,General
100119,History
100120,African Americans
100120,Afro-American Women
100120,Biography
100121,1939-1945
100121,Fiction
100121,General
100123,Fiction
100123,General
100123,Mothers And Daughters
100127,Boys
100127,Brother
100127,Coming Of Age
100128,Bildungsromans
100128,California
100128,Contemporary
100131,Fiction
100131,Juvenile Fiction
100131,Large Type Books
100139,[NO_SUBJECT]
100140,Fiction
100140,Detective And Mystery Stories
100140,General
100150,Abnormalities
100150,Accident
100150,Conduct Of Life
100154,[NO_SUBJECT]
100164,Conduct Of Life
100164,Didactic Fiction
100164,Ficcin
100167,Adventure Stories
100167,Bread
100167,Chang Pian Xiao Shuo
100169,Acting
100169,Ballet
100169,Ballet Dancing
100171,[NO_SUBJECT]
100172,Africa
100172,Americans
100172,Baptists
100175,Description And Travel
100175,Travel
100176,Discovery And Exploration
100176,Travel
100176,Antarctica
100181,Adaptations
100181,Dragon
100181,Epic Poetry
100186,American
100186,Cornwall England County
100186,Fiction
100187,[NO_SUBJECT]
100188,Fiction
100188,Accelerated Reader
100188,Adventure Stories
100194,Fiction
100194,American Fiction
100194,Large Type Books
100195,[NO_SUBJECT]
100196,1939-1945
100196,Domestic Fiction
100196,Family Relationships
100197,Biography
100197,Cherokee Indians
100197,Description And Travel
100198,[NO_SUBJECT]
100199,Detective And Mystery Stories
100199,Fiction
100199,General
100208,[NO_SUBJECT]
100210,City And Town Life
100210,Fiction
100210,Friendship
100217,Fiction
100217,Horror
100217,Short Stories
100220,Continental European Fiction
100220,Fiction
100220,General
100223,Fiction
100223,General
100223,Large Type Books
100225,Canadians
100225,Fiction
100225,Mothers And Daughters
100227,Fiction
100227,Short Stories
100227,Open Library Staff Picks
100232,Fiction
100232,International Business Enterprises
100232,Revenge
100234,[NO_SUBJECT]
100238,City And Town Life
100238,Detective And Mystery Stories
100238,Fiction
100241,[NO_SUBJECT]
100242,Religion
100242,Shamanism
100242,Social Conditions
100251,1000Blackgirlbooks
100251,1939-1945
100251,1972-1974
100254,Belletristische Darstellung
100254,Biographical
100254,Dream
100256,Fiction
100256,General
100256,Romance
100258,Bildungsromans
100258,Classics
100258,Coming Of Age
100261,Fiction
100261,Action Adventure
100261,Adventure Fiction
100264,Fiction
100264,Romance
100264,General
100266,English Fiction
100266,Fiction
100266,1961-1975
100273,Action Adventure
100273,American
100273,Fiction
100274,Catholics
100274,City And Town Life
100274,Domestic Fiction
100276,American
100276,Aspect Psychologique
100276,Aspectos Psicolgicos
100278,Fiction
100278,Large Type Books
100278,Short Stories
100282,"Correspondence, Reminiscences, Etc."
100282,Fiction
100282,General
100287,[NO_SUBJECT]
100294,20Th Century
100294,81354
100294,Fiction
100301,Fiction
100301,Psychological Fiction
100301,Reincarnation
100302,Action Adventure
100302,English Literature -- History And Criticism
100302,Essays
100304,Collectionidhbcfs
100304,Fiction
100304,Hardy Boys Fictitious Characters
100306,Citizen Participation
100306,Conduct Of Life
100306,Consumer Education
100308,Fiction
100308,Kidnapping
100308,Murder
100313,American Fantasy Fiction
100313,Discworld Imaginary Place
100313,Fantasy
100318,Fate And Fatalism
100318,Fiction
100318,France
100325,[NO_SUBJECT]
100343,Adolescentes
100343,American Fiction
100343,Bereavement
100345,Fiction
100345,General
100345,Large Type Books
100347,Chinese Americans
100347,Fiction
100347,General
100351,City And Town Life
100351,Detective And Mystery Stories
100351,Fiction
100354,Fiction
100354,Juvenile Fiction
100354,Escuelas
100355,Fiction
100355,Historical
100355,Romance
100357,Adventure Stories
100357,American Fiction
100357,Awardnewberyaward
100359,Contemporary
100359,Fiction
100359,Fiction In English
100361,Fiction
100361,General
100361,Fantasy
100365,America
100365,Antiquities
100365,Asia
100370,American Fiction
100370,Epic
100370,Europe
100378,Fiction
100378,General
100378,Historical
100382,[NO_SUBJECT]
100384,20Th Century
100384,American
100384,American Authors
100387,Arizona
100387,Detective And Mystery Stories
100387,Fiction
100390,[NO_SUBJECT]
100393,Fiction
100393,History
100393,Large Type Books
100397,[NO_SUBJECT]
100399,Africa
100399,Americans
100399,Baptists
100403,[NO_SUBJECT]
100406,Adaptations
100406,Authors
100406,Bildungsromans
100408,Ants
100408,Fiction
100408,Insects
100410,81354
100410,Adolescent Girls
100410,American Fantasy Fiction
100417,81354
100417,Aged
100417,American Fiction
100418,Aspect Psychologique
100418,Aspect Social
100418,Biography
100420,Detective And Mystery Stories
100420,England
100420,Fiction
100427,American Authors
100427,Authors
100427,Bildungsromans
100434,American Wit And Humor
100434,General
100434,Humor
100440,Home-Based Businesses
100448,Fiction
100448,Open Library Staff Picks
100448,Classic Literature
100449,81354
100449,Adolescence
100449,Adolescent
100452,Fiction
100452,American Humorous Stories
100452,English Fiction
100454,Fiction
100454,General
100454,History
100457,Travel
100457,"Voyages, Imaginary"
100459,Fiction
100459,General
100459,Short Stories
100460,Large Type Books
100460,Americans
100460,Biography
100471,Large Type Books
100471,Fiction
100471,New York Times Book Reviews
100475,Brothers And Sisters
100475,Domestic Fiction
100475,Family Life
100482,American Science Fiction
100482,Bibliography
100482,Ciencia-Ficcin
100486,Boston Mass
100486,Contemporary
100486,Divorce
100494,Belletristische Darstellung
100494,Child Sexual Abuse
100494,Continental European Fiction
100497,Contemporary
100497,Fiction
100497,Romance
100498,[NO_SUBJECT]
100506,United States
100506,Biography
100506,Abused Children
100510,Fiction
100510,Interpersonal Relations
100510,Adventure
100517,Fiction
100517,General
100517,American
100519,Philosophy
100519,Biological Evolution
100519,Science
100533,Fiction
100533,Man-Woman Relationships
100533,Murder
100534,[NO_SUBJECT]
100543,[NO_SUBJECT]
100545,Fiction
100545,Horse
100545,Juvenile Fiction
100547,[NO_SUBJECT]
100549,California
100549,Cat
100549,Detective And Mystery Stories
100561,Detective And Mystery Stories
100561,Fiction
100561,Large Type Books
100566,Fiction
100566,Large Type Books
100566,Attempted Murder
100568,Fiction
100568,Thriller Fiction
100568,Thrillers
100572,Bedtime Stories
100572,Donna Harsh Collection
100572,Fiction
100575,Fiction
100575,Classics
100575,Continental European Fiction
100578,Fiction
100578,General
100578,English Literature -- History And Criticism
100579,American Authors
100579,Audiobooks
100579,Authors
100580,Fiction
100580,Self-Perception
100587,Contemporary
100587,Fiction
100587,Italy
100590,Fiction
100590,General
100590,Large Type Books
100591,Adaptations
100591,Fairy Tales
100591,Fiction
100594,Fiction
100594,General
100594,Ficcin
100601,Adventure Stories
100601,Baseball
100601,Baseball Stories
100602,Fairies
100602,Family Problems
100602,Fiction
100607,[NO_SUBJECT]
100610,Fiction
100610,Large Type Books
100610,Detective And Mystery Stories
100617,Biography
100617,Description And Travel
100617,German
100628,[NO_SUBJECT]
100629,Continental European Fiction
100629,Fiction
100629,Fictional Works Publication Type
100630,Description And Travel
100630,South Africa
100630,Travel
100631,Belletristische Darstellung
100631,Brother
100631,Fiction
100638,Calif
100638,Drug Abuse
100638,Fiction
100644,Fiction
100644,General
100644,Humor
100645,Fiction
100645,General
100645,Man-Woman Relationships
100648,Fiction
100648,General
100648,Large Type Books
100651,China
100651,Fiction
100651,General
100657,Bildungsromans
100657,British
100657,Coming Of Age
100658,California
100658,Cult
100658,Detective And Mystery Stories
100660,Detective And Mystery Stories
100660,England
100660,Fiction
100662,African American Families
100662,African Americans
100662,College Teachers
100664,1990S
100664,Contemporary
100664,Femme
100667,Assassination
100667,Central Intelligence Agency
100667,Crimes Against
100668,Fiction
100668,Action Adventure
100668,Adventure Fiction
100676,[NO_SUBJECT]
100681,Compassion In Literature
100681,Buddhism
100681,Doctrines
100682,Adventure Fiction
100682,Adventure Stories
100682,Alaska
100687,Fiction
100687,History
100694,Fiction
100694,General
100694,Large Type Books
100695,[NO_SUBJECT]
100697,Fiction
100697,General
100697,Literature
100703,Authors
100703,Biography
100703,German
100712,Epic
100712,Fantasy
100712,Fantasy Fiction
100713,Family
100713,Fiction
100713,General
100721,Americans
100721,Divorce
100721,Fiction
100724,19Th Century
100724,Adultery
100724,Ambition
100726,Action Adventure
100726,Americans
100726,Americans In Fiction
100736,Contemporary
100736,Diary Fiction
100736,Fiction
100740,American Erotic Stories
